koi_disposition,koi_pdisposition,koi_score,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr
CONFIRMED,CANDIDATE,0.999,2.888904439,7.10E-06,-7.10E-06,132.15271,1.86E-03,-1.86E-03,0.77,0.007,-0.558,1.6043,0.0622,-0.0622,4.02E+02,1.98E+01,-1.98E+01,1.68,1.00E-01,-6.00E-02,215.06,39.46,-29.01,23.7
CONFIRMED,CANDIDATE,1,17.14648756,8.66E-05,-8.66E-05,140.66122,4.59E-03,-4.59E-03,0.918,0.025,-0.646,4.2354,0.073,-0.073,4.40E+02,1.79E+01,-1.79E+01,3.64,5.50E-01,-8.40E-01,102.24,41.97,-44.62,28.3
CONFIRMED,CANDIDATE,0.199,16.09227518,6.17E-05,-6.17E-05,142.51659,3.31E-03,-3.31E-03,0.932,0.027,-0.654,2.1072,0.095,-0.095,1.29E+02,8.00E+00,-8.00E+00,0.98,9.00E-02,-2.00E-02,15.15,4.04,-1.88,18.1
CANDIDATE,CANDIDATE,0.997,38.103908,2.26E-04,-2.26E-04,161.08647,4.76E-03,-4.76E-03,0.987,68.56,-0.005,3.837,0.223,-0.223,9.61E+02,5.61E+01,-5.61E+01,4.08,5.10E-01,-5.10E-01,10.22,4.33,-3.29,20.3
CONFIRMED,CANDIDATE,0.944,62.7843981,4.23E-04,-4.23E-04,157.30698,4.53E-03,-4.53E-03,0.272,0.171,-0.272,4.81,0.143,-0.143,3.25E+02,1.64E+01,-1.64E+01,2.28,3.90E-01,-3.20E-01,18.7,9.11,-6.06,21.1
CANDIDATE,CANDIDATE,0.97,91.500873,5.23E-04,-5.23E-04,165.67309,4.93E-03,-4.93E-03,0.032,0.405,-0.032,4.842,0.126,-0.126,7.05E+02,3.58E+01,-3.58E+01,1.82,1.30E-01,-7.00E-02,2.18,0.53,-0.32,22.6
CANDIDATE,CANDIDATE,0.985,44.2993483,2.66E-04,-2.66E-04,141.28194,4.97E-03,-4.97E-03,0.614,0.346,-0.389,4.298,0.146,-0.146,7.98E+02,3.87E+01,-3.87E+01,2.68,2.20E-01,-2.10E-01,10.85,2.66,-2.18,23.2
CANDIDATE,CANDIDATE,0.999,3.13877646,1.16E-05,-1.16E-05,133.65614,3.38E-03,-3.38E-03,0.436,0.026,-0.436,1.6663,0.0922,-0.0922,1.74E+02,1.03E+01,-1.03E+01,0.97,1.30E-01,-1.10E-01,257.32,114.36,-76.04,20.2
CANDIDATE,CANDIDATE,0.305,5.24242029,4.08E-05,-4.08E-05,133.23047,7.65E-03,-7.65E-03,0.863,0.034,-0.602,6.413,0.185,-0.185,3.35E+02,1.91E+01,-1.91E+01,3.86,2.42E+00,-2.41E+00,825,1706.42,-724.25,20.1
CONFIRMED,CANDIDATE,0.998,35.9682692,1.50E-04,-1.50E-04,138.66885,3.45E-03,-3.45E-03,0.883,0.055,-0.595,2.839,0.108,-0.108,2.70E+02,1.44E+01,-1.44E+01,2.95,4.90E-01,-6.10E-01,48.68,21.3,-19.51,21
CONFIRMED,CANDIDATE,0.998,25.3690868,1.47E-04,-1.47E-04,143.68699,4.97E-03,-4.97E-03,0.845,0.099,-0.585,4.746,0.118,-0.118,1.10E+02,5.80E+00,-5.80E+00,1.67,2.90E-01,-2.80E-01,76.9,36.94,-28.39,21.6
CANDIDATE,CANDIDATE,0.999,6.89213244,3.31E-05,-3.31E-05,131.63179,3.93E-03,-3.93E-03,0.541,0.04,-0.446,1.725,0.114,-0.114,8.20E+01,6.00E+00,-6.00E+00,1.35,2.30E-01,-1.90E-01,454.45,214.98,-147.11,17.3
CONFIRMED,CANDIDATE,0.912,42.3006282,2.17E-04,-2.17E-04,168.77783,3.72E-03,-3.72E-03,0.269,0.2,-0.269,4.372,0.135,-0.135,5.08E+02,2.49E+01,-2.49E+01,2.54,4.40E-01,-2.70E-01,22.94,10.04,-5.66,23.8
FALSE POSITIVE,FALSE POSITIVE,0,0.838597429,1.45E-07,-1.45E-07,141.537817,1.45E-04,-1.45E-04,1.274,0.279,-0.147,1.68668,0.00855,-0.00855,2.48E+03,1.02E+01,-1.02E+01,44.67,7.91E+00,-2.97E+00,6353.25,2844.51,-1118.3,303.7
CONFIRMED,CANDIDATE,0.979,55.1866213,3.46E-04,-3.46E-04,180.75953,5.49E-03,-5.49E-03,0.225,0.215,-0.225,9.133,0.168,-0.168,3.76E+02,1.09E+01,-1.09E+01,2.47,4.60E-01,-3.50E-01,24.56,12.61,-7.95,36.2
FALSE POSITIVE,FALSE POSITIVE,0,1.728528176,8.64E-06,-8.64E-06,131.80851,4.21E-03,-4.21E-03,0.787,0.183,-0.549,3.682,0.131,-0.131,1.98E+02,8.60E+00,-8.60E+00,5.07,7.80E-01,-2.94E+00,12977.86,6896.43,-10989.58,26.2
CONFIRMED,CANDIDATE,0.997,14.97436238,4.73E-05,-4.73E-05,141.50057,2.65E-03,-2.65E-03,0.092,0.358,-0.092,2.4461,0.084,-0.084,2.65E+02,1.25E+01,-1.25E+01,1.28,9.00E-02,-9.00E-02,37.53,9.08,-7.67,24.9
CONFIRMED,CANDIDATE,1,3.97076603,1.11E-05,-1.11E-05,134.63962,2.32E-03,-2.32E-03,0.775,0.17,-0.542,1.814,0.07,-0.07,3.49E+02,1.73E+01,-1.73E+01,1.6,1.90E-01,-1.80E-01,198.43,77.8,-60,23.9
CONFIRMED,CANDIDATE,0.994,2.352273912,8.09E-06,-8.09E-06,131.80267,2.62E-03,-2.62E-03,0.095,0.359,-0.095,1.7389,0.0873,-0.0873,3.19E+02,1.89E+01,-1.89E+01,1.29,1.00E-01,-8.00E-02,255.03,78.68,-57.05,20.4
FALSE POSITIVE,FALSE POSITIVE,0,22.0425953,3.50E-04,-3.50E-04,134.1281,1.04E-02,-1.04E-02,1.191,0.428,-0.528,61.2018,0,0,3.48E+02,6.50E+00,-6.50E+00,28.78,7.83E+00,-7.83E+00,78.85,65.7,-42.66,90.4
CANDIDATE,CANDIDATE,1,23.34036251,9.67E-05,-9.67E-05,136.20727,3.54E-03,-3.54E-03,0.25,0.206,-0.25,2.054,0.111,-0.111,6.15E+02,4.01E+01,-4.01E+01,2.21,5.30E-01,-3.60E-01,30.94,22.86,-11.71,18.2
CANDIDATE,CANDIDATE,1,37.8034121,3.74E-04,-3.74E-04,155.37719,6.07E-03,-6.07E-03,0.968,0.021,-0.716,4.641,0.34,-0.34,6.78E+02,3.61E+01,-3.61E+01,2.95,5.40E-01,-2.30E-01,10.57,6.24,-2.61,20.2
CONFIRMED,CANDIDATE,1,15.03366411,6.42E-05,-6.42E-05,144.98055,3.49E-03,-3.49E-03,0.01,0.427,-0.01,3.272,0.103,-0.103,3.75E+02,1.99E+01,-1.99E+01,1.7,2.10E-01,-8.00E-02,47.32,15.67,-6.57,22.2
CANDIDATE,CANDIDATE,0.97,131.485184,1.43E-03,-1.43E-03,177.48749,5.75E-03,-5.75E-03,0.578,0.05,-0.454,5.294,0.245,-0.245,5.58E+02,3.37E+01,-3.37E+01,3.03,5.20E-01,-5.10E-01,6.08,2.83,-2.21,19.4
CANDIDATE,CANDIDATE,0.961,16.2908527,1.41E-04,-1.41E-04,132.11774,5.93E-03,-5.93E-03,0.105,0.353,-0.105,3.176,0.188,-0.188,4.41E+01,3.60E+00,-3.60E+00,0.52,5.00E-02,-3.00E-02,35.48,10.27,-6.33,14.5
CONFIRMED,CANDIDATE,0.99,106.247882,1.90E-03,-1.90E-03,135.7435,1.25E-02,-1.25E-02,0.586,0.001,-0.489,13.78,0.374,-0.374,3.97E+02,1.87E+01,-1.87E+01,2.01,2.70E-01,-1.90E-01,4.75,1.87,-1.14,24
CONFIRMED,CANDIDATE,1,8.508333104,9.71E-06,-9.71E-06,134.785645,9.65E-04,-9.65E-04,0.004,0.413,-0.004,3.4559,0.0353,-0.0353,6.47E+02,8.20E+00,-8.20E+00,2.6,3.70E-01,-2.80E-01,161.66,65.86,-42.15,93.4
CONFIRMED,CANDIDATE,0.996,12.94123564,7.24E-05,-7.24E-05,139.89901,4.84E-03,-4.84E-03,0.028,0.404,-0.028,4.636,0.133,-0.133,3.29E+02,1.76E+01,-1.76E+01,1.7,5.30E-01,-1.70E-01,94.29,86.83,-27.77,22.1
CONFIRMED,CANDIDATE,0.997,5.349791,2.51E-05,-2.51E-05,133.8836,4.12E-03,-4.12E-03,0.867,0.007,-0.602,4.279,0.116,-0.116,8.88E+01,4.40E+00,-4.40E+00,1.29,2.10E-01,-1.10E-01,422.79,192.78,-99.31,23.3
CANDIDATE,CANDIDATE,0.99,147.281212,1.21E-03,-1.21E-03,148.80124,6.68E-03,-6.68E-03,0.474,0.001,-0.455,7.375,0.217,-0.217,4.53E+02,3.00E+01,-3.00E+01,2.28,3.50E-01,-2.90E-01,3.69,1.62,-1.08,17.3
CONFIRMED,CANDIDATE,0.994,5.26211833,2.75E-05,-2.75E-05,136.37566,4.03E-03,-4.03E-03,0.71,0.012,-0.521,3.244,0.12,-0.12,1.95E+02,1.05E+01,-1.05E+01,1.95,3.10E-01,-4.10E-01,436.61,181.9,-179.52,20.3
CONFIRMED,CANDIDATE,0.998,12.1628195,6.26E-05,-6.26E-05,137.52402,4.23E-03,-4.23E-03,0.971,0.017,-0.685,2.3161,0.0877,-0.0877,3.06E+02,2.32E+01,-2.32E+01,3.14,5.00E-01,-6.60E-01,142.77,59.49,-58.7,15.2
CONFIRMED,CANDIDATE,0.995,23.5541012,1.81E-04,-1.81E-04,144.21486,5.49E-03,-5.49E-03,0.536,0.389,-0.328,7.3,0.159,-0.159,9.52E+01,3.70E+00,-3.70E+00,2.33,8.60E-01,-7.00E-01,859.63,961.81,-508.02,29.9
CONFIRMED,CANDIDATE,1,41.6977582,1.89E-04,-1.89E-04,134.24608,3.68E-03,-3.68E-03,0.018,0.377,-0.018,5.513,0.112,-0.112,6.85E+02,2.86E+01,-2.86E+01,2.26,6.00E-01,-2.10E-01,13.45,10.62,-3.57,27.7
CONFIRMED,CANDIDATE,0.999,4.79029482,1.97E-05,-1.97E-05,134.95277,3.25E-03,-3.25E-03,0.46,0.068,-0.414,2.7219,0.09,-0.09,1.42E+02,7.00E+00,-7.00E+00,1.01,1.10E-01,-4.00E-02,183.02,51.32,-23.82,23.1
CONFIRMED,CANDIDATE,0.991,38.6715843,2.10E-04,-2.10E-04,157.61988,4.82E-03,-4.82E-03,0.773,0.143,-0.532,5.532,0.148,-0.148,5.99E+02,2.68E+01,-2.68E+01,2.45,8.30E-01,-3.80E-01,15.03,15.04,-5.49,25.2
CONFIRMED,CANDIDATE,1,8.32651854,4.61E-05,-4.61E-05,135.58655,4.64E-03,-4.64E-03,0.782,0.118,-0.584,5.483,0.113,-0.113,2.68E+02,1.11E+01,-1.11E+01,1.8,5.90E-01,-2.00E-01,182.69,182.74,-57.03,27.2
CONFIRMED,CANDIDATE,1,5.53533152,1.86E-05,-1.86E-05,132.76087,2.55E-03,-2.55E-03,0.051,0.376,-0.051,2.793,0.0792,-0.0792,2.61E+02,1.04E+01,-1.04E+01,1.75,2.60E-01,-2.30E-01,292.33,114.81,-84.46,27.5
CONFIRMED,CANDIDATE,0.983,16.7261969,1.48E-04,-1.48E-04,143.74673,6.75E-03,-6.75E-03,0.496,0.477,-0.289,2.708,0.227,-0.227,1.95E+02,1.95E+01,-1.95E+01,1.56,2.40E-01,-2.10E-01,66.83,26.24,-19.31,11.6
CONFIRMED,CANDIDATE,1,21.58752788,7.50E-05,-7.50E-05,142.96728,2.71E-03,-2.71E-03,0.009,0.392,-0.009,4.4968,0.0789,-0.0789,3.37E+02,1.04E+01,-1.04E+01,2.18,3.50E-01,-3.40E-01,73.42,33.29,-25.5,34
CANDIDATE,CANDIDATE,0.995,3.757294695,6.73E-06,-6.73E-06,133.95965,1.48E-03,-1.48E-03,0.586,0.362,-0.372,0.9269,0.0657,-0.0657,2.73E+02,1.67E+01,-1.67E+01,1.23,1.00E-01,-3.00E-02,139.89,32.45,-16.28,23.4
CONFIRMED,CANDIDATE,1,3.2828024,1.28E-05,-1.28E-05,131.89965,3.18E-03,-3.18E-03,0.159,0.294,-0.159,3.2532,0.0925,-0.0925,1.43E+02,6.30E+00,-6.30E+00,1.79,2.80E-01,-4.20E-01,1093.39,457.24,-484.58,24.4
CANDIDATE,CANDIDATE,1,4.64495172,2.57E-05,-2.57E-05,136.02095,5.21E-03,-5.21E-03,0.301,0.147,-0.301,3.366,0.123,-0.123,1.47E+02,8.60E+00,-8.60E+00,1.38,4.10E-01,-2.20E-01,504.23,453.09,-189.86,19.8
CANDIDATE,CANDIDATE,0.9,16.6671415,1.25E-04,-1.25E-04,141.76551,6.34E-03,-6.34E-03,0.444,0.042,-0.422,3.526,0.197,-0.197,1.75E+02,1.10E+01,-1.10E+01,0.7,4.00E-02,-4.00E-02,11.47,2.87,-2.52,17.9
CANDIDATE,CANDIDATE,1,16.48686712,3.61E-05,-3.61E-05,139.20338,1.69E-03,-1.69E-03,1.198,70.49,-0.479,1.431,0.11,-0.11,9.88E+02,5.80E+01,-5.80E+01,27.45,7.49E+00,-3.20E+00,78.99,63.75,-26.23,22.1
CONFIRMED,CANDIDATE,0.992,2.685054445,4.51E-06,-4.51E-06,132.60443,1.38E-03,-1.38E-03,0.762,0.188,-0.519,1.0473,0.0482,-0.0482,2.53E+02,1.10E+01,-1.10E+01,1.46,2.60E-01,-1.80E-01,395.08,225.07,-121.21,28.9
CONFIRMED,CANDIDATE,0.982,16.8600805,1.30E-04,-1.30E-04,139.84916,6.62E-03,-6.62E-03,0.682,0.255,-0.47,5.557,0.174,-0.174,2.73E+02,1.40E+01,-1.40E+01,1.71,4.70E-01,-2.40E-01,80.9,68.23,-28.8,22.4
CONFIRMED,CANDIDATE,1,1.54320541,3.84E-06,-3.84E-06,131.5554,1.91E-03,-1.91E-03,0.217,0.226,-0.217,2.5779,0.0539,-0.0539,9.12E+01,3.00E+00,-3.00E+00,1.23,1.90E-01,-2.50E-01,2636.85,1181.88,-1069.59,35.2
CONFIRMED,CANDIDATE,0.993,49.5004725,3.40E-04,-3.40E-04,139.04294,5.70E-03,-5.70E-03,0.162,0.304,-0.162,5.772,0.162,-0.162,9.65E+02,3.56E+01,-3.56E+01,2.49,1.00E-01,-1.90E-01,6.2,0.93,-1.26,27.8
CONFIRMED,CANDIDATE,1,6.47539108,2.11E-05,-2.11E-05,137.5825,2.72E-03,-2.72E-03,0.486,0.027,-0.443,2.7048,0.0816,-0.0816,5.31E+02,2.08E+01,-2.08E+01,1.92,7.00E-02,-1.50E-01,93.41,13.94,-19.03,28.1
CONFIRMED,CANDIDATE,0.999,16.85825609,6.04E-05,-6.04E-05,142.34289,2.73E-03,-2.73E-03,0.763,0.048,-0.533,2.0728,0.0848,-0.0848,7.60E+02,3.79E+01,-3.79E+01,2.51,1.00E-01,-2.00E-01,26.05,3.89,-5.3,21.8
FALSE POSITIVE,FALSE POSITIVE,0,3.132604547,1.48E-06,-1.48E-06,136.010454,3.94E-04,-3.94E-04,1.251,3.655,-0.151,3.6337,0.0226,-0.0226,9.97E+03,5.20E+01,-5.20E+01,48.73,1.67E+01,-7.14E+00,1028.81,1031.76,-372.96,222.3
CONFIRMED,CANDIDATE,1,2.949029106,7.72E-06,-7.72E-06,133.13832,2.24E-03,-2.24E-03,0.044,0.412,-0.044,2.0311,0.0652,-0.0652,3.58E+02,1.41E+01,-1.41E+01,1.48,1.20E-01,-1.50E-01,263.92,82.24,-74.65,29.3
CONFIRMED,CANDIDATE,1,37.8658964,2.18E-04,-2.18E-04,134.36237,4.54E-03,-4.54E-03,0.18,0.271,-0.18,4.782,0.134,-0.134,3.95E+02,1.62E+01,-1.62E+01,2.01,3.10E-01,-1.60E-01,20.61,8.58,-4.13,25.9
CONFIRMED,CANDIDATE,1,8.30865307,1.03E-05,-1.03E-05,138.10788,1.02E-03,-1.02E-03,0.333,0.098,-0.333,3.2747,0.0353,-0.0353,8.36E+02,1.27E+01,-1.27E+01,2.42,1.10E-01,-1.90E-01,73.53,12.36,-14.88,74.3
CONFIRMED,CANDIDATE,1,11.93205399,4.83E-05,-4.83E-05,142.10648,3.20E-03,-3.20E-03,0.123,0.341,-0.123,6.205,0.101,-0.101,1.79E+02,5.80E+00,-5.80E+00,1.83,3.10E-01,-3.40E-01,158.22,72.83,-61.31,32.3
CONFIRMED,CANDIDATE,1,7.54235832,3.79E-05,-3.79E-05,132.96117,4.13E-03,-4.13E-03,0.318,0.115,-0.318,4.73,0.113,-0.113,1.33E+02,5.40E+00,-5.40E+00,1.59,2.70E-01,-2.90E-01,292.19,134.49,-113.23,25.8
CONFIRMED,CANDIDATE,0.995,5.02818253,2.05E-05,-2.05E-05,134.10891,3.61E-03,-3.61E-03,0.3,0.144,-0.3,3.526,0.102,-0.102,1.81E+02,7.30E+00,-7.30E+00,2.03,3.20E-01,-4.70E-01,620,259.28,-274.78,26.1
CONFIRMED,CANDIDATE,1,1.897828815,6.30E-06,-6.30E-06,132.6785,2.93E-03,-2.93E-03,0.227,0.246,-0.227,2.7114,0.0743,-0.0743,1.32E+02,5.40E+00,-5.40E+00,1.73,2.70E-01,-4.00E-01,2278.95,953.03,-1010.01,27.2
CONFIRMED,CANDIDATE,0.995,10.62788695,8.22E-05,-8.22E-05,137.81843,6.08E-03,-6.08E-03,0.473,0.33,-0.323,4.576,0.172,-0.172,3.27E+02,1.69E+01,-1.69E+01,1.87,6.00E-01,-2.10E-01,136.34,131.16,-43.22,22.6
CANDIDATE,CANDIDATE,0.987,34.135676,2.15E-03,-2.15E-03,157.7959,4.46E-02,-4.46E-02,0.087,0.366,-0.087,9.12,1.9,-1.9,6.22E+02,1.03E+02,-1.03E+02,13.98,4.73E+00,-8.80E+00,1281.86,1281.02,-1133.26,8.6
CONFIRMED,CANDIDATE,1,1.104462494,1.55E-06,-1.55E-06,132.32134,1.19E-03,-1.19E-03,0.151,0.306,-0.151,1.0458,0.0407,-0.0407,4.69E+02,1.70E+01,-1.70E+01,1.6,1.40E-01,-1.60E-01,898.79,295.86,-253.88,35.3
CONFIRMED,CANDIDATE,1,4.89336495,3.61E-05,-3.61E-05,133.6449,6.20E-03,-6.20E-03,0.218,0.235,-0.218,3.485,0.169,-0.169,1.38E+02,9.80E+00,-9.80E+00,1.6,5.70E-01,-2.00E-01,842.45,874.9,-299.78,15.9
CONFIRMED,CANDIDATE,0.999,11.17392077,6.13E-05,-6.13E-05,134.70626,5.05E-03,-5.05E-03,0.025,0.437,-0.025,3.307,0.16,-0.16,3.25E+02,1.83E+01,-1.83E+01,1.64,4.80E-01,-1.60E-01,94.84,81.36,-27.27,21.4
CANDIDATE,CANDIDATE,0.995,31.0325991,2.04E-04,-2.04E-04,152.27157,5.61E-03,-5.61E-03,0.611,0.026,-0.488,3.476,0.193,-0.193,7.37E+02,4.96E+01,-4.96E+01,2.64,7.20E-01,-2.50E-01,23.41,19.68,-6.91,17.6
FALSE POSITIVE,FALSE POSITIVE,0,0.512407185,5.22E-07,-5.22E-07,132.240449,8.35E-04,-8.35E-04,0.301,0.142,-0.301,1.0579,0.0299,-0.0299,3.29E+02,8.80E+00,-8.80E+00,1.03,4.00E-02,-8.00E-02,583.45,107.61,-122.35,46.1
FALSE POSITIVE,FALSE POSITIVE,1,4.150297119,7.67E-06,-7.67E-06,134.9355,1.49E-03,-1.49E-03,0.971,0.025,-0.698,1.2058,0.0801,-0.0801,5.93E+02,3.06E+01,-3.06E+01,3.03,2.60E-01,-1.60E-01,218.44,54.89,-33.37,24.2
CANDIDATE,CANDIDATE,1,5.89661966,4.59E-05,-4.59E-05,134.03046,7.01E-03,-7.01E-03,0.039,0.419,-0.039,3.154,0.189,-0.189,1.44E+02,1.04E+01,-1.04E+01,1.28,2.60E-01,-2.20E-01,237.1,128.71,-82.04,15.3
CONFIRMED,CANDIDATE,1,33.4178173,1.74E-04,-1.74E-04,155.58781,4.52E-03,-4.52E-03,0.913,0.028,-0.615,4.645,0.133,-0.133,1.17E+03,4.58E+01,-4.58E+01,3.13,4.10E-01,-2.40E-01,9.56,4.14,-2.29,28.4
CONFIRMED,CANDIDATE,0.999,2.053341891,7.40E-06,-7.40E-06,134.51606,3.11E-03,-3.11E-03,0.966,0.011,-0.672,2.596,0.0661,-0.0661,6.55E+01,3.20E+00,-3.20E+00,1.44,2.50E-01,-2.50E-01,2154.14,1100.4,-817.97,23.2
CONFIRMED,CANDIDATE,0.992,56.7769831,3.33E-04,-3.33E-04,181.09789,4.13E-03,-4.13E-03,0.703,0.042,-0.505,6.864,0.152,-0.152,8.84E+02,2.84E+01,-2.84E+01,3.21,8.00E-01,-3.40E-01,13.74,10.38,-4.03,33.6
CONFIRMED,CANDIDATE,1,18.78429232,7.63E-05,-7.63E-05,137.88207,3.38E-03,-3.38E-03,0.658,0.008,-0.509,3.1136,0.0994,-0.0994,1.01E+03,4.83E+01,-4.83E+01,2.14,8.00E-02,-1.00E-01,8.3,1.4,-1.33,23.8
CONFIRMED,CANDIDATE,0.749,3.61460279,2.83E-05,-2.83E-05,134.69521,7.14E-03,-7.14E-03,0.516,0.437,-0.297,3.227,0.226,-0.226,6.48E+01,4.90E+00,-4.90E+00,1.14,1.90E-01,-2.10E-01,776.7,357.5,-300.99,14.9
CONFIRMED,CANDIDATE,0.989,13.15140223,7.98E-05,-7.98E-05,144.16237,4.78E-03,-4.78E-03,0.872,0.051,-0.589,5.439,0.133,-0.133,9.78E+01,4.40E+00,-4.40E+00,1.87,3.50E-01,-3.90E-01,243.84,125.97,-102.57,25.5
CANDIDATE,CANDIDATE,0.999,18.5084526,1.31E-04,-1.31E-04,131.54555,5.70E-03,-5.70E-03,1.258,71.8,-2.217,6.596,0.249,-0.249,7.59E+02,2.87E+01,-2.87E+01,29.33,8.82E+00,-2.94E+00,51.32,46.25,-14.91,30.1
FALSE POSITIVE,FALSE POSITIVE,0,7.47763833,2.89E-05,-2.89E-05,133.40976,3.40E-03,-3.40E-03,0.012,0.436,-0.012,2.5693,0.0803,-0.0803,1.10E+02,4.70E+00,-4.70E+00,2.05,4.50E-01,-6.60E-01,776.56,502.56,-455.02,26.2
CONFIRMED,CANDIDATE,0.999,42.1918331,3.56E-04,-3.56E-04,155.31211,6.93E-03,-6.93E-03,0.067,0.398,-0.067,7.083,0.19,-0.19,4.89E+02,2.17E+01,-2.17E+01,2.35,3.20E-01,-3.30E-01,18.08,6.66,-5.37,25.7
CONFIRMED,CANDIDATE,0.999,3.73090026,1.50E-05,-1.50E-05,132.89428,3.42E-03,-3.42E-03,0.822,0.017,-0.567,2.9095,0.0933,-0.0933,1.91E+02,9.20E+00,-9.20E+00,1.48,2.20E-01,-7.00E-02,383.51,151.11,-57.19,24
CANDIDATE,CANDIDATE,,86.130534,8.08E-03,-8.08E-03,200.9117,2.24E-02,-2.24E-02,0.072,0.4858,-0.0717,3.321,0.661,-0.661,2.85E+02,7.40E+01,-7.40E+01,1.47,6.40E-01,-1.10E-01,5.55,7.16,-1.34,3.7
CONFIRMED,CANDIDATE,0.998,2.787874175,9.77E-06,-9.77E-06,133.90417,3.16E-03,-3.16E-03,0.153,0.314,-0.153,2.0348,0.098,-0.098,1.97E+02,1.07E+01,-1.07E+01,2.33,1.47E+00,-1.33E+00,993.06,1970.38,-829.45,22.2
CONFIRMED,CANDIDATE,1,37.9962369,1.52E-04,-1.52E-04,162.97984,3.31E-03,-3.31E-03,0.023,0.395,-0.023,6.7751,0.0935,-0.0935,4.04E+02,1.10E+01,-1.10E+01,2.39,3.80E-01,-3.80E-01,34.55,15.66,-12,37.8
CANDIDATE,CANDIDATE,1,8.46354384,2.20E-05,-2.20E-05,134.35341,2.40E-03,-2.40E-03,0.387,0.076,-0.386,1.4078,0.0639,-0.0639,7.92E+02,3.72E+01,-3.72E+01,2.51,5.70E-01,-2.90E-01,99.37,72.47,-30.74,26.1
CONFIRMED,CANDIDATE,1,17.23232894,3.57E-05,-3.57E-05,135.0922,1.68E-03,-1.68E-03,0.395,0.096,-0.348,4.5568,0.0508,-0.0508,5.10E+02,8.60E+00,-8.60E+00,2.79,4.50E-01,-4.10E-01,105.47,50.25,-35.25,64.1
CONFIRMED,CANDIDATE,1,28.5057217,2.84E-04,-2.84E-04,132.92075,8.03E-03,-8.03E-03,0.695,0.03,-0.506,6.324,0.227,-0.227,7.56E+02,4.05E+01,-4.05E+01,2.55,7.50E-01,-2.60E-01,22.43,20.02,-6.28,20.8
CONFIRMED,CANDIDATE,0.971,53.5991459,4.14E-04,-4.14E-04,147.43015,5.85E-03,-5.85E-03,0.658,0.269,-0.449,6.811,0.176,-0.176,5.23E+02,2.53E+01,-2.53E+01,2.49,7.80E-01,-2.60E-01,18.54,16.82,-5.49,23.1
CANDIDATE,CANDIDATE,1,16.4581861,5.98E-05,-5.98E-05,134.01969,3.01E-03,-3.01E-03,0.108,0.349,-0.108,1.9637,0.0872,-0.0872,4.36E+02,2.34E+01,-2.34E+01,1.82,2.30E-01,-9.00E-02,40.61,13.74,-5.93,22.4
CANDIDATE,CANDIDATE,,191.864193,,,294.47036,,,,,,4.9,,,,,,,,,,,,
CANDIDATE,CANDIDATE,,13.72549689,,,145.03352,,,,,,7.62,,,,,,,,,,,,
CANDIDATE,CANDIDATE,,176.331289,8.00E-03,-8.00E-03,170.8589,4.15E-02,-4.15E-02,0.2455,0.244,-0.2455,13.89,1.7,-1.7,1.10E+02,1.35E+01,-1.35E+01,2.38,4.30E-01,-6.50E-01,15.4,7.99,-7.92,8.4
CONFIRMED,CANDIDATE,0.997,0.693842661,1.62E-06,-1.62E-06,132.18157,2.08E-03,-2.08E-03,0.195,0.269,-0.195,1.6197,0.064,-0.064,4.93E+01,2.10E+00,-2.10E+00,0.83,1.70E-01,-1.90E-01,5182.78,2864.21,-2295.8,28.9
CONFIRMED,CANDIDATE,0.526,83.4887405,5.89E-04,-5.89E-04,188.53792,4.81E-03,-4.81E-03,0.42,0.04,-0.42,6.21,0.163,-0.163,9.55E+02,4.05E+01,-4.05E+01,2.95,9.30E-01,-3.10E-01,6.76,6.4,-2.03,24.7
CONFIRMED,CANDIDATE,1,34.0607677,1.37E-04,-1.37E-04,141.35928,3.37E-03,-3.37E-03,0.786,0.137,-0.574,2.471,0.101,-0.101,8.19E+02,4.45E+01,-4.45E+01,2.96,9.40E-01,-3.10E-01,22.32,21.15,-6.68,20.5
CANDIDATE,CANDIDATE,0.881,6.2141496,3.05E-05,-3.05E-05,132.25182,4.12E-03,-4.12E-03,0.403,0.023,-0.403,10.141,0.109,-0.109,1.83E+02,3.90E+00,-3.90E+00,4.27,1.26E+00,-2.95E+00,1216.48,1125.91,-1115.23,53.4
CANDIDATE,CANDIDATE,0.997,31.5888979,1.21E-04,-1.21E-04,155.61538,3.06E-03,-3.06E-03,0.194,0.251,-0.194,3.438,0.0986,-0.0986,3.61E+02,1.56E+01,-1.56E+01,2.59,4.00E-01,-4.90E-01,51.02,21.79,-19.93,27.3
CONFIRMED,CANDIDATE,0.859,59.9809868,4.70E-04,-4.70E-04,176.14903,5.35E-03,-5.35E-03,0.918,0.036,-0.625,7.588,0.169,-0.169,2.82E+02,1.17E+01,-1.17E+01,2.81,5.10E-01,-5.20E-01,24.58,12.61,-9.54,25.2
CONFIRMED,CANDIDATE,0.995,25.7457957,3.21E-04,-3.21E-04,135.94806,8.63E-03,-8.63E-03,0.661,0.26,-0.433,7.073,0.205,-0.205,1.40E+02,7.90E+00,-7.90E+00,1.73,3.10E-01,-3.20E-01,75.97,38.96,-29.48,19.3
